era,city,date,time,variant,apparent_shift_minutes,any_changed,changed
구표준시,서울,1959-06-16,21:23,noSolarTime,62,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,서울,1959-06-16,23:30,noHistoricalTz,30,1,"planetHouses"
구표준시,서울,1959-06-16,23:30,noSolarTime,62,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,서울,1959-07-23,00:13,noHistoricalTz,30,1,"ascSign|planetHouses"
구표준시,서울,1959-07-23,00:13,noSolarTime,62,1,"dayPillar"
구표준시,서울,1959-07-23,02:20,noHistoricalTz,30,1,"planetHouses"
구표준시,서울,1959-07-23,02:20,noSolarTime,62,0,""
구표준시,서울,1959-07-23,04:27,noHistoricalTz,30,0,""
구표준시,서울,1959-07-23,04:27,noSolarTime,62,0,""
구표준시,서울,1959-07-23,06:34,noHistoricalTz,30,1,"mcSign|planetHouses"
구표준시,서울,1959-07-23,06:34,noSolarTime,62,0,""
구표준시,서울,1959-07-23,08:41,noHistoricalTz,30,1,"mcSign|planetHouses"
구표준시,서울,1959-07-23,08:41,noSolarTime,62,0,""
구표준시,서울,1959-07-23,10:48,noHistoricalTz,30,1,"ascSign|mcSign|planetHouses"
구표준시,서울,1959-07-23,10:48,noSolarTime,62,0,""
구표준시,서울,1959-07-23,12:55,noHistoricalTz,30,1,"mcSign|planetHouses"
구표준시,서울,1959-07-23,12:55,noSolarTime,62,0,""
구표준시,서울,1959-07-23,15:02,noHistoricalTz,30,1,"mcSign|planetHouses"
구표준시,서울,1959-07-23,15:02,noSolarTime,62,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,서울,1959-07-23,17:09,noHistoricalTz,30,1,"planetHouses"
구표준시,서울,1959-07-23,17:09,noSolarTime,62,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,서울,1959-07-23,19:16,noHistoricalTz,30,1,"planetHouses"
구표준시,서울,1959-07-23,19:16,noSolarTime,62,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,서울,1959-07-23,21:23,noHistoricalTz,30,1,"ascSign|planetHouses"
구표준시,서울,1959-07-23,21:23,noSolarTime,62,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,서울,1959-07-23,23:30,noHistoricalTz,30,1,"planetHouses"
구표준시,서울,1959-07-23,23:30,noSolarTime,62,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,서울,1959-08-03,00:13,noHistoricalTz,30,1,"mcSign|planetHouses"
구표준시,서울,1959-08-03,00:13,noSolarTime,62,1,"dayPillar"
구표준시,서울,1959-08-03,02:20,noHistoricalTz,30,1,"mcSign|planetHouses"
구표준시,서울,1959-08-03,02:20,noSolarTime,62,0,""
구표준시,서울,1959-08-03,04:27,noHistoricalTz,30,1,"planetHouses"
구표준시,서울,1959-08-03,04:27,noSolarTime,62,0,""
구표준시,서울,1959-08-03,06:34,noHistoricalTz,30,1,"planetHouses"
구표준시,서울,1959-08-03,06:34,noSolarTime,62,0,""
구표준시,서울,1959-08-03,08:41,noHistoricalTz,30,1,"planetHouses"
구표준시,서울,1959-08-03,08:41,noSolarTime,62,0,""
구표준시,서울,1959-08-03,10:48,noHistoricalTz,30,1,"planetHouses"
구표준시,서울,1959-08-03,10:48,noSolarTime,62,0,""
구표준시,서울,1959-08-03,12:55,noHistoricalTz,30,1,"planetHouses"
구표준시,서울,1959-08-03,12:55,noSolarTime,62,0,""
구표준시,서울,1959-08-03,15:02,noHistoricalTz,30,1,"ascSign|planetHouses"
구표준시,서울,1959-08-03,15:02,noSolarTime,62,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,서울,1959-08-03,17:09,noHistoricalTz,30,1,"ascSign|planetHouses"
구표준시,서울,1959-08-03,17:09,noSolarTime,62,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,서울,1959-08-03,19:16,noHistoricalTz,30,1,"ascSign|planetHouses"
구표준시,서울,1959-08-03,19:16,noSolarTime,62,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,서울,1959-08-03,21:23,noHistoricalTz,30,1,"planetHouses"
구표준시,서울,1959-08-03,21:23,noSolarTime,62,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,서울,1959-08-03,23:30,noHistoricalTz,30,1,"ascSign|planetHouses"
구표준시,서울,1959-08-03,23:30,noSolarTime,62,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,서울,1959-09-10,00:13,noHistoricalTz,30,1,"ascSign|planetHouses"
구표준시,서울,1959-09-10,00:13,noSolarTime,62,1,"dayPillar"
구표준시,서울,1959-09-10,02:20,noHistoricalTz,30,1,"planetHouses"
구표준시,서울,1959-09-10,02:20,noSolarTime,62,0,""
구표준시,서울,1959-09-10,04:27,noHistoricalTz,30,1,"planetHouses"
구표준시,서울,1959-09-10,04:27,noSolarTime,62,0,""
구표준시,서울,1959-09-10,06:34,noHistoricalTz,30,1,"planetHouses"
구표준시,서울,1959-09-10,06:34,noSolarTime,62,0,""
구표준시,서울,1959-09-10,08:41,noHistoricalTz,30,1,"planetHouses"
구표준시,서울,1959-09-10,08:41,noSolarTime,62,0,""
구표준시,서울,1959-09-10,10:48,noHistoricalTz,30,1,"planetHouses"
구표준시,서울,1959-09-10,10:48,noSolarTime,62,0,""
구표준시,서울,1959-09-10,12:55,noHistoricalTz,30,1,"planetHouses"
구표준시,서울,1959-09-10,12:55,noSolarTime,62,0,""
구표준시,서울,1959-09-10,15:02,noHistoricalTz,30,1,"ascSign|planetHouses"
구표준시,서울,1959-09-10,15:02,noSolarTime,62,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,서울,1959-09-10,17:09,noHistoricalTz,30,1,"mcSign|planetHouses"
구표준시,서울,1959-09-10,17:09,noSolarTime,62,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,서울,1959-09-10,19:16,noHistoricalTz,30,1,"planetHouses"
구표준시,서울,1959-09-10,19:16,noSolarTime,62,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,서울,1959-09-10,21:23,noHistoricalTz,30,1,"planetHouses"
구표준시,서울,1959-09-10,21:23,noSolarTime,62,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,서울,1959-09-10,23:30,noHistoricalTz,30,1,"mcSign|planetHouses"
구표준시,서울,1959-09-10,23:30,noSolarTime,62,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,서울,1959-10-17,00:13,noHistoricalTz,-30,1,"dayPillar|planetHouses"
구표준시,서울,1959-10-17,00:13,noSolarTime,2,0,""
구표준시,서울,1959-10-17,02:20,noHistoricalTz,-30,1,"ascSign|mcSign|planetHouses"
구표준시,서울,1959-10-17,02:20,noSolarTime,2,0,""
구표준시,서울,1959-10-17,04:27,noHistoricalTz,-30,1,"ascSign|mcSign|planetHouses"
구표준시,서울,1959-10-17,04:27,noSolarTime,2,0,""
구표준시,서울,1959-10-17,06:34,noHistoricalTz,-30,1,"mcSign|planetHouses"
구표준시,서울,1959-10-17,06:34,noSolarTime,2,0,""
구표준시,서울,1959-10-17,08:41,noHistoricalTz,-30,1,"mcSign|planetHouses"
구표준시,서울,1959-10-17,08:41,noSolarTime,2,0,""
구표준시,서울,1959-10-17,10:48,noHistoricalTz,-30,1,"mcSign|planetHouses"
구표준시,서울,1959-10-17,10:48,noSolarTime,2,0,""
구표준시,서울,1959-10-17,12:55,noHistoricalTz,-30,1,"planetHouses"
구표준시,서울,1959-10-17,12:55,noSolarTime,2,0,""
구표준시,서울,1959-10-17,15:02,noHistoricalTz,-30,1,"planetHouses"
구표준시,서울,1959-10-17,15:02,noSolarTime,2,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,서울,1959-10-17,17:09,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,서울,1959-10-17,17:09,noSolarTime,2,0,""
구표준시,서울,1959-10-17,19:16,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|ascSign|planetHouses"
구표준시,서울,1959-10-17,19:16,noSolarTime,2,0,""
구표준시,서울,1959-10-17,21:23,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|ascSign|planetHouses"
구표준시,서울,1959-10-17,21:23,noSolarTime,2,0,""
구표준시,서울,1959-10-17,23:30,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|ascSign|planetHouses"
구표준시,서울,1959-10-17,23:30,noSolarTime,2,0,""
구표준시,서울,1959-11-24,00:13,noHistoricalTz,-30,1,"dayPillar|mcSign|planetHouses"
구표준시,서울,1959-11-24,00:13,noSolarTime,2,0,""
구표준시,서울,1959-11-24,02:20,noHistoricalTz,-30,1,"ascSign|mcSign|planetHouses"
구표준시,서울,1959-11-24,02:20,noSolarTime,2,0,""
구표준시,서울,1959-11-24,04:27,noHistoricalTz,-30,1,"ascSign|mcSign|planetHouses"
구표준시,서울,1959-11-24,04:27,noSolarTime,2,0,""
구표준시,서울,1959-11-24,06:34,noHistoricalTz,-30,1,"planetHouses"
구표준시,서울,1959-11-24,06:34,noSolarTime,2,0,""
구표준시,서울,1959-11-24,08:41,noHistoricalTz,-30,1,"planetHouses"
구표준시,서울,1959-11-24,08:41,noSolarTime,2,0,""
구표준시,서울,1959-11-24,10:48,noHistoricalTz,-30,1,"planetHouses"
구표준시,서울,1959-11-24,10:48,noSolarTime,2,0,""
구표준시,서울,1959-11-24,12:55,noHistoricalTz,-30,1,"ascSign|planetHouses"
구표준시,서울,1959-11-24,12:55,noSolarTime,2,0,""
구표준시,서울,1959-11-24,15:02,noHistoricalTz,-30,1,"planetHouses"
구표준시,서울,1959-11-24,15:02,noSolarTime,2,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,서울,1959-11-24,17:09,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|planetHouses"
구표준시,서울,1959-11-24,17:09,noSolarTime,2,0,""
구표준시,서울,1959-11-24,19:16,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|planetHouses"
구표준시,서울,1959-11-24,19:16,noSolarTime,2,0,""
구표준시,서울,1959-11-24,21:23,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|ascSign|planetHouses"
구표준시,서울,1959-11-24,21:23,noSolarTime,2,0,""
구표준시,서울,1959-11-24,23:30,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|ascSign|planetHouses"
구표준시,서울,1959-11-24,23:30,noSolarTime,2,0,""
구표준시,서울,1959-12-04,00:13,noHistoricalTz,-30,1,"dayPillar|planetHouses"
구표준시,서울,1959-12-04,00:13,noSolarTime,2,0,""
구표준시,서울,1959-12-04,02:20,noHistoricalTz,-30,1,"planetHouses"
구표준시,서울,1959-12-04,02:20,noSolarTime,2,0,""
구표준시,서울,1959-12-04,04:27,noHistoricalTz,-30,1,"planetHouses"
구표준시,서울,1959-12-04,04:27,noSolarTime,2,0,""
구표준시,서울,1959-12-04,06:34,noHistoricalTz,-30,1,"ascSign|planetHouses"
구표준시,서울,1959-12-04,06:34,noSolarTime,2,0,""
구표준시,서울,1959-12-04,08:41,noHistoricalTz,-30,1,"ascSign|planetHouses"
구표준시,서울,1959-12-04,08:41,noSolarTime,2,0,""
구표준시,서울,1959-12-04,10:48,noHistoricalTz,-30,1,"ascSign|planetHouses"
구표준시,서울,1959-12-04,10:48,noSolarTime,2,0,""
구표준시,서울,1959-12-04,12:55,noHistoricalTz,-30,1,"planetHouses"
구표준시,서울,1959-12-04,12:55,noSolarTime,2,0,""
구표준시,서울,1959-12-04,15:02,noHistoricalTz,-30,1,"planetHouses"
구표준시,서울,1959-12-04,15:02,noSolarTime,2,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,서울,1959-12-04,17:09,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|planetHouses"
구표준시,서울,1959-12-04,17:09,noSolarTime,2,0,""
구표준시,서울,1959-12-04,19:16,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|mcSign|planetHouses"
구표준시,서울,1959-12-04,19:16,noSolarTime,2,0,""
구표준시,서울,1959-12-04,21:23,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|mcSign|planetHouses"
구표준시,서울,1959-12-04,21:23,noSolarTime,2,0,""
구표준시,서울,1959-12-04,23:30,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|mcSign|planetHouses"
구표준시,서울,1959-12-04,23:30,noSolarTime,2,0,""
구표준시,부산,1959-01-08,00:13,noHistoricalTz,-30,1,"dayPillar|planetHouses"
구표준시,부산,1959-01-08,00:13,noSolarTime,-6,0,""
구표준시,부산,1959-01-08,02:20,noHistoricalTz,-30,1,"planetHouses"
구표준시,부산,1959-01-08,02:20,noSolarTime,-6,0,""
구표준시,부산,1959-01-08,04:27,noHistoricalTz,-30,1,"planetHouses"
구표준시,부산,1959-01-08,04:27,noSolarTime,-6,0,""
구표준시,부산,1959-01-08,06:34,noHistoricalTz,-30,1,"planetHouses"
구표준시,부산,1959-01-08,06:34,noSolarTime,-6,0,""
구표준시,부산,1959-01-08,08:41,noHistoricalTz,-30,1,"mcSign|planetHouses"
구표준시,부산,1959-01-08,08:41,noSolarTime,-6,0,""
구표준시,부산,1959-01-08,10:48,noHistoricalTz,-30,1,"ascSign|mcSign|planetHouses"
구표준시,부산,1959-01-08,10:48,noSolarTime,-6,0,""
구표준시,부산,1959-01-08,12:55,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|mcSign|planetHouses"
구표준시,부산,1959-01-08,12:55,noSolarTime,-6,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,부산,1959-01-08,15:02,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|mcSign|planetHouses"
구표준시,부산,1959-01-08,15:02,noSolarTime,-6,0,""
구표준시,부산,1959-01-08,17:09,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|mcSign|planetHouses"
구표준시,부산,1959-01-08,17:09,noSolarTime,-6,0,""
구표준시,부산,1959-01-08,19:16,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|planetHouses"
구표준시,부산,1959-01-08,19:16,noSolarTime,-6,0,""
구표준시,부산,1959-01-08,21:23,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|planetHouses"
구표준시,부산,1959-01-08,21:23,noSolarTime,-6,0,""
구표준시,부산,1959-01-08,23:30,noHistoricalTz,-30,1,"planetHouses"
구표준시,부산,1959-01-08,23:30,noSolarTime,-6,0,""
구표준시,부산,1959-02-15,00:13,noHistoricalTz,-30,1,"dayPillar|planetHouses"
구표준시,부산,1959-02-15,00:13,noSolarTime,-6,0,""
구표준시,부산,1959-02-15,02:20,noHistoricalTz,-30,1,"mcSign"
구표준시,부산,1959-02-15,02:20,noSolarTime,-6,0,""
구표준시,부산,1959-02-15,04:27,noHistoricalTz,-30,1,"mcSign"
구표준시,부산,1959-02-15,04:27,noSolarTime,-6,0,""
구표준시,부산,1959-02-15,06:34,noHistoricalTz,-30,1,"mcSign|planetHouses"
구표준시,부산,1959-02-15,06:34,noSolarTime,-6,0,""
구표준시,부산,1959-02-15,08:41,noHistoricalTz,-30,1,"ascSign|mcSign|planetHouses"
구표준시,부산,1959-02-15,08:41,noSolarTime,-6,0,""
구표준시,부산,1959-02-15,10:48,noHistoricalTz,-30,1,"mcSign|planetHouses"
구표준시,부산,1959-02-15,10:48,noSolarTime,-6,0,""
구표준시,부산,1959-02-15,12:55,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|planetHouses"
구표준시,부산,1959-02-15,12:55,noSolarTime,-6,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,부산,1959-02-15,15:02,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|planetHouses"
구표준시,부산,1959-02-15,15:02,noSolarTime,-6,0,""
구표준시,부산,1959-02-15,17:09,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,부산,1959-02-15,17:09,noSolarTime,-6,0,""
구표준시,부산,1959-02-15,19:16,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|planetHouses"
구표준시,부산,1959-02-15,19:16,noSolarTime,-6,0,""
구표준시,부산,1959-02-15,21:23,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|planetHouses"
구표준시,부산,1959-02-15,21:23,noSolarTime,-6,0,""
구표준시,부산,1959-02-15,23:30,noHistoricalTz,-30,1,"planetHouses"
구표준시,부산,1959-02-15,23:30,noSolarTime,-6,0,""
구표준시,부산,1959-03-22,00:13,noHistoricalTz,-30,1,"dayPillar|mcSign|planetHouses"
구표준시,부산,1959-03-22,00:13,noSolarTime,-6,0,""
구표준시,부산,1959-03-22,02:20,noHistoricalTz,-30,1,"mcSign|planetHouses"
구표준시,부산,1959-03-22,02:20,noSolarTime,-6,0,""
구표준시,부산,1959-03-22,04:27,noHistoricalTz,-30,1,"planetHouses"
구표준시,부산,1959-03-22,04:27,noSolarTime,-6,0,""
구표준시,부산,1959-03-22,06:34,noHistoricalTz,-30,1,"planetHouses"
구표준시,부산,1959-03-22,06:34,noSolarTime,-6,0,""
구표준시,부산,1959-03-22,08:41,noHistoricalTz,-30,1,"planetHouses"
구표준시,부산,1959-03-22,08:41,noSolarTime,-6,0,""
구표준시,부산,1959-03-22,10:48,noHistoricalTz,-30,1,"ascSign|planetHouses"
구표준시,부산,1959-03-22,10:48,noSolarTime,-6,0,""
구표준시,부산,1959-03-22,12:55,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|planetHouses"
구표준시,부산,1959-03-22,12:55,noSolarTime,-6,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,부산,1959-03-22,15:02,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|planetHouses"
구표준시,부산,1959-03-22,15:02,noSolarTime,-6,0,""
구표준시,부산,1959-03-22,17:09,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|planetHouses"
구표준시,부산,1959-03-22,17:09,noSolarTime,-6,0,""
구표준시,부산,1959-03-22,19:16,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|planetHouses"
구표준시,부산,1959-03-22,19:16,noSolarTime,-6,0,""
구표준시,부산,1959-03-22,21:23,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|planetHouses"
구표준시,부산,1959-03-22,21:23,noSolarTime,-6,0,""
구표준시,부산,1959-03-22,23:30,noHistoricalTz,-30,1,"planetHouses"
구표준시,부산,1959-03-22,23:30,noSolarTime,-6,0,""
구표준시,부산,1959-04-02,00:13,noHistoricalTz,-30,1,"dayPillar|planetHouses"
구표준시,부산,1959-04-02,00:13,noSolarTime,-6,0,""
구표준시,부산,1959-04-02,02:20,noHistoricalTz,-30,1,"planetHouses"
구표준시,부산,1959-04-02,02:20,noSolarTime,-6,0,""
구표준시,부산,1959-04-02,04:27,noHistoricalTz,-30,1,"ascSign|planetHouses"
구표준시,부산,1959-04-02,04:27,noSolarTime,-6,0,""
구표준시,부산,1959-04-02,06:34,noHistoricalTz,-30,1,"planetHouses"
구표준시,부산,1959-04-02,06:34,noSolarTime,-6,0,""
구표준시,부산,1959-04-02,08:41,noHistoricalTz,-30,1,"planetHouses"
구표준시,부산,1959-04-02,08:41,noSolarTime,-6,0,""
구표준시,부산,1959-04-02,10:48,noHistoricalTz,-30,1,"planetHouses"
구표준시,부산,1959-04-02,10:48,noSolarTime,-6,0,""
구표준시,부산,1959-04-02,12:55,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|planetHouses"
구표준시,부산,1959-04-02,12:55,noSolarTime,-6,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,부산,1959-04-02,15:02,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|ascSign|planetHouses"
구표준시,부산,1959-04-02,15:02,noSolarTime,-6,0,""
구표준시,부산,1959-04-02,17:09,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|planetHouses"
구표준시,부산,1959-04-02,17:09,noSolarTime,-6,0,""
구표준시,부산,1959-04-02,19:16,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,부산,1959-04-02,19:16,noSolarTime,-6,0,""
구표준시,부산,1959-04-02,21:23,noHistoricalTz,-30,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar|mcSign"
구표준시,부산,1959-04-02,21:23,noSolarTime,-6,0,""
구표준시,부산,1959-04-02,23:30,noHistoricalTz,-30,1,"mcSign|planetHouses"
구표준시,부산,1959-04-02,23:30,noSolarTime,-6,0,""
구표준시,부산,1959-05-09,00:13,noHistoricalTz,30,1,"planetHouses"
구표준시,부산,1959-05-09,00:13,noSolarTime,54,1,"dayPillar"
구표준시,부산,1959-05-09,02:20,noHistoricalTz,30,1,"ascSign|planetHouses"
구표준시,부산,1959-05-09,02:20,noSolarTime,54,0,""
구표준시,부산,1959-05-09,04:27,noHistoricalTz,30,1,"planetHouses"
구표준시,부산,1959-05-09,04:27,noSolarTime,54,0,""
구표준시,부산,1959-05-09,06:34,noHistoricalTz,30,1,"ascSign|planetHouses"
구표준시,부산,1959-05-09,06:34,noSolarTime,54,0,""
구표준시,부산,1959-05-09,08:41,noHistoricalTz,30,1,"planetHouses"
구표준시,부산,1959-05-09,08:41,noSolarTime,54,0,""
구표준시,부산,1959-05-09,10:48,noHistoricalTz,30,1,"ascSign|planetHouses"
구표준시,부산,1959-05-09,10:48,noSolarTime,54,0,""
구표준시,부산,1959-05-09,12:55,noHistoricalTz,30,1,"ascSign|planetHouses"
구표준시,부산,1959-05-09,12:55,noSolarTime,54,0,""
구표준시,부산,1959-05-09,15:02,noHistoricalTz,30,1,"planetHouses"
구표준시,부산,1959-05-09,15:02,noSolarTime,54,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,부산,1959-05-09,17:09,noHistoricalTz,30,1,"planetHouses"
구표준시,부산,1959-05-09,17:09,noSolarTime,54,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
구표준시,부산,1959-05-09,19:16,noHistoricalTz,30,1,"planetHouses"
